"method","path","callsite_count","source_files","representative_line","laravel_status","laravel_methods","laravel_handlers","aspnet_status","aspnet_methods","aspnet_controllers"
"GET","/api/v2/auth/2fa/status","1","pages/settings/SettingsPage.tsx","471","exists","GET","[\App\Http\Controllers\Api\TwoFactorController::class, 'status']","exists","GET","Totp"
"POST","/api/v2/auth/2fa/verify","1","pages/settings/SettingsPage.tsx","866","exists","POST","[\App\Http\Controllers\Api\TwoFactorController::class, 'verify']","exists","POST","Totp"
"POST","/api/v2/auth/oauth/{id}/link","1","pages/settings/tabs/ConnectedAccountsTab.tsx","82","exists","POST","[\App\Http\Controllers\Auth\SocialAuthController::class, 'link']","exists","POST","AuthParity"
"UNRESOLVED","/api/v2/auth/oauth/{id}/redirect","1","components/auth/OAuthButtons.tsx","80","exists-unambiguous-method","GET","[\App\Http\Controllers\Auth\SocialAuthController::class, 'redirect']","exists-unambiguous-method","GET","AuthParity"
"DELETE","/api/v2/auth/oauth/{id}/unlink","1","pages/settings/tabs/ConnectedAccountsTab.tsx","103","exists","DELETE","[\App\Http\Controllers\Auth\SocialAuthController::class, 'unlink']","exists","DELETE","AuthParity"
"UNRESOLVED","/api/v2/auth/oauth/enabled-providers","1","components/auth/OAuthButtons.tsx","52","exists-unambiguous-method","GET","[\App\Http\Controllers\Auth\SocialAuthController::class, 'enabledProviders']","exists-unambiguous-method","GET","AuthParity"
"UNRESOLVED","/api/v2/auth/oauth/exchange","1","pages/auth/OauthCallbackPage.tsx","52","exists-unambiguous-method","POST","[\App\Http\Controllers\Auth\SocialAuthController::class, 'exchange']","exists-compatibility","POST","LaravelReactUtilityCompatibility"
"GET","/api/v2/auth/oauth/me/identities","1","pages/settings/tabs/ConnectedAccountsTab.tsx","61","exists","GET","[\App\Http\Controllers\Auth\SocialAuthController::class, 'identities']","exists","GET","AuthParity"
"POST","/api/v2/auth/register","1","contexts/AuthContext.tsx","595","exists","POST","[\App\Http\Controllers\Api\RegistrationController::class, 'register']","exists","POST","Auth"
"GET","/api/v2/auth/registration-info","1","pages/auth/RegisterPage.tsx","247","exists","GET","[\App\Http\Controllers\Api\RegistrationPolicyController::class, 'getRegistrationInfo']","exists-compatibility","GET","ReactFrontendCompatibility"
"UNRESOLVED","/api/v2/auth/sso/{id}/redirect","1","components/auth/SsoButtons.tsx","73","exists-unambiguous-method","GET","[\App\Http\Controllers\Auth\SsoAuthController::class, 'redirect']","exists-compatibility","GET","LaravelReactUtilityCompatibility"
"UNRESOLVED","/api/v2/auth/sso/providers","1","components/auth/SsoButtons.tsx","48","exists-unambiguous-method","GET","[\App\Http\Controllers\Auth\SsoAuthController::class, 'providers']","exists-compatibility","GET","LaravelReactUtilityCompatibility"
"POST","/api/v2/auth/start-verification","1","pages/auth/VerifyIdentityPage.tsx","183","exists","POST","[\App\Http\Controllers\Api\RegistrationPolicyController::class, 'startVerification']","exists-compatibility","POST","ReactFrontendCompatibility"
"POST","/api/v2/auth/validate-invite","1","pages/auth/RegisterPage.tsx","314","exists","POST","[\App\Http\Controllers\Api\RegistrationPolicyController::class, 'validateInviteCode']","exists-compatibility","POST","ReactFrontendCompatibility"
"GET","/api/v2/auth/verification-status","1","pages/auth/VerifyIdentityPage.tsx","113","exists","GET","[\App\Http\Controllers\Api\RegistrationPolicyController::class, 'getVerificationStatus']","exists-compatibility","GET","ReactFrontendCompatibility"
"GET","/api/v2/billing/plans","1","admin/api/billingApi.ts","61","exists","GET","[\App\Http\Controllers\Api\AdminBillingController::class, 'getPlansPublic']","exists","GET","MiscParity"
"GET","/api/v2/blog","1","pages/blog/BlogPage.tsx","150","exists","GET","[\App\Http\Controllers\Api\BlogPublicController::class, 'index']","exists","GET","Blog;BlogV2"
"GET","/api/v2/blog/{id}","1","pages/blog/BlogPostPage.tsx","146","exists","GET","[\App\Http\Controllers\Api\BlogPublicController::class, 'show']","exists","GET","Blog;BlogV2"
"GET","/api/v2/blog/categories","1","pages/blog/BlogPage.tsx","113","exists","GET","[\App\Http\Controllers\Api\BlogPublicController::class, 'categories']","exists","GET","Blog;BlogV2"
"GET","/api/v2/bookmark-collections","2","hooks/useBookmarkCollections.ts;pages/bookmarks/BookmarksPage.tsx","78","exists","GET","[\App\Http\Controllers\Api\BookmarkController::class, 'collections']","exists","GET","Bookmarks"
"POST","/api/v2/bookmark-collections","2","hooks/useBookmarkCollections.ts;pages/bookmarks/BookmarksPage.tsx","120","exists","POST","[\App\Http\Controllers\Api\BookmarkController::class, 'createCollection']","exists","POST","Bookmarks"
"DELETE","/api/v2/bookmark-collections/{id}","1","pages/bookmarks/BookmarksPage.tsx","225","exists","DELETE","[\App\Http\Controllers\Api\BookmarkController::class, 'deleteCollection']","exists","DELETE","Bookmarks"
"PATCH","/api/v2/bookmark-collections/{id}","1","pages/bookmarks/BookmarksPage.tsx","193","method-mismatch","DELETE","[\App\Http\Controllers\Api\BookmarkController::class, 'deleteCollection']","exists","PATCH","Bookmarks"
"GET","/api/v2/bookmarks","1","pages/bookmarks/BookmarksPage.tsx","136","exists","GET","[\App\Http\Controllers\Api\BookmarkController::class, 'index']","exists","GET","Bookmarks"
"POST","/api/v2/bookmarks","3","components/social/BookmarkButton.tsx;pages/bookmarks/BookmarksPage.tsx;pages/matches/components/MatchCard.tsx","63","exists","POST","[\App\Http\Controllers\Api\BookmarkController::class, 'toggle']","exists","POST","Bookmarks"
"POST","/api/v2/bookmarks/{id}/move","1","components/social/BookmarkButton.tsx","102","exists","POST","[\App\Http\Controllers\Api\BookmarkController::class, 'move']","exists","POST","Bookmarks"
"GET","/api/v2/caring-community/caregiver/burnout-check","1","pages/caring-community/CaregiverDashboardPage.tsx","308","exists","GET","[\App\Http\Controllers\Api\CaregiverApiController::class, 'burnoutCheck']","exists","GET","CaringCommunityCaregiver"
"GET","/api/v2/caring-community/caregiver/cover-requests","1","pages/caring-community/CoverCarePage.tsx","100","exists","GET","[\App\Http\Controllers\Api\CaregiverApiController::class, 'coverRequests']","exists","GET","CaringCommunityCaregiver"
"POST","/api/v2/caring-community/caregiver/cover-requests","1","pages/caring-community/CoverCarePage.tsx","131","exists","POST","[\App\Http\Controllers\Api\CaregiverApiController::class, 'createCoverRequest']","exists","POST","CaringCommunityCaregiver"
"POST","/api/v2/caring-community/caregiver/cover-requests/{id}/assign","1","pages/caring-community/CoverCarePage.tsx","182","exists","POST","[\App\Http\Controllers\Api\CaregiverApiController::class, 'assignCoverCandidate']","exists","POST","CaringCommunityCaregiver"
"GET","/api/v2/caring-community/caregiver/cover-requests/{id}/candidates","1","pages/caring-community/CoverCarePage.tsx","164","exists","GET","[\App\Http\Controllers\Api\CaregiverApiController::class, 'coverCandidates']","exists","GET","CaringCommunityCaregiver"
"GET","/api/v2/caring-community/caregiver/links","2","pages/caring-community/CaregiverDashboardPage.tsx;pages/caring-community/CoverCarePage.tsx","303","exists","GET","[\App\Http\Controllers\Api\CaregiverApiController::class, 'myLinks']","exists","GET","CaringCommunityCaregiver"
"POST","/api/v2/caring-community/caregiver/links","1","pages/caring-community/LinkCareReceiverPage.tsx","76","exists","POST","[\App\Http\Controllers\Api\CaregiverApiController::class, 'addLink']","exists","POST","CaringCommunityCaregiver"
"POST","/api/v2/caring-community/caregiver/request-on-behalf","1","pages/caring-community/RequestHelpPage.tsx","223","exists","POST","[\App\Http\Controllers\Api\CaregiverApiController::class, 'requestOnBehalf']","exists","POST","CaringCommunityCaregiver"
"GET","/api/v2/caring-community/caregiver/schedule/{id}","1","pages/caring-community/CaregiverDashboardPage.tsx","144","exists","GET","[\App\Http\Controllers\Api\CaregiverApiController::class, 'caregiverSchedule']","exists","GET","CaringCommunityCaregiver"
"GET","/api/v2/caring-community/digest","1","pages/caring-community/CivicDigestPage.tsx","152","exists","GET","[\App\Http\Controllers\Api\CivicDigestController::class, 'myDigest']","exists","GET","CaringCommunityCivicDigest"
"PUT","/api/v2/caring-community/digest/prefs","1","pages/caring-community/CivicDigestPage.tsx","178","exists","PUT","[\App\Http\Controllers\Api\CivicDigestController::class, 'updateMyPrefs']","exists","PUT","CaringCommunityCivicDigest"
"GET","/api/v2/caring-community/emergency-alerts","1","components/caring-community/EmergencyAlertBanner.tsx","90","exists","GET","[\App\Http\Controllers\Api\EmergencyAlertController::class, 'activeAlerts']","exists","GET","CaringCommunityEmergencyAlerts"
"POST","/api/v2/caring-community/emergency-alerts/{id}/dismiss","1","components/caring-community/EmergencyAlertBanner.tsx","130","exists","POST","[\App\Http\Controllers\Api\EmergencyAlertController::class, 'dismiss']","exists","POST","CaringCommunityEmergencyAlerts"
"GET","/api/v2/caring-community/federation-directory","2","components/caring-community/FederationCommunityPicker.tsx;pages/caring-community/HourTransferPage.tsx","57","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'federationDirectory']","exists","GET","CaringCommunityFederationDirectory"
"POST","/api/v2/caring-community/feedback","1","pages/caring-community/MunicipalityFeedbackPage.tsx","113","exists","POST","[\App\Http\Controllers\Api\MunicipalityFeedbackController::class, 'submit']","exists","POST","CaringCommunityMunicipalityFeedback"
"GET","/api/v2/caring-community/feedback/mine","1","pages/caring-community/MunicipalityFeedbackPage.tsx","89","exists","GET","[\App\Http\Controllers\Api\MunicipalityFeedbackController::class, 'myList']","exists","GET","CaringCommunityMunicipalityFeedback"
"POST","/api/v2/caring-community/hour-gifts/{id}/accept","1","pages/caring-community/HourGiftPage.tsx","217","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourGiftAccept']","exists","POST","CaringCommunityHourGifts"
"POST","/api/v2/caring-community/hour-gifts/{id}/decline","1","pages/caring-community/HourGiftPage.tsx","232","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourGiftDecline']","exists","POST","CaringCommunityHourGifts"
"POST","/api/v2/caring-community/hour-gifts/{id}/revert","1","pages/caring-community/HourGiftPage.tsx","251","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourGiftRevert']","exists","POST","CaringCommunityHourGifts"
"GET","/api/v2/caring-community/hour-gifts/inbox","1","pages/caring-community/HourGiftPage.tsx","117","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourGiftInbox']","exists","GET","CaringCommunityHourGifts"
"POST","/api/v2/caring-community/hour-gifts/send","1","pages/caring-community/HourGiftPage.tsx","186","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourGiftSend']","exists","POST","CaringCommunityHourGifts"
"GET","/api/v2/caring-community/hour-gifts/sent","1","pages/caring-community/HourGiftPage.tsx","131","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourGiftSent']","exists","GET","CaringCommunityHourGifts"
"POST","/api/v2/caring-community/hour-transfer/initiate","1","pages/caring-community/HourTransferPage.tsx","163","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourTransferInitiate']","exists","POST","CaringCommunityHourTransfer"
"GET","/api/v2/caring-community/hour-transfer/my-history","1","pages/caring-community/HourTransferPage.tsx","100","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'hourTransferMyHistory']","exists","GET","CaringCommunityHourTransfer"
"GET","/api/v2/caring-community/invite/{id}","1","pages/caring-community/InviteRedemptionPage.tsx","59","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'lookupInvite']","exists","GET","CaringCommunityInvite"
"GET","/api/v2/caring-community/loyalty/my-history","1","pages/caring-community/LoyaltyHistoryPage.tsx","86","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'loyaltyMyHistory']","exists","GET","CaringCommunityLoyalty"
"GET","/api/v2/caring-community/loyalty/quote","1","components/marketplace/LoyaltyRedemptionCard.tsx","108","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'loyaltyQuote']","exists","GET","CaringCommunityLoyalty"
"POST","/api/v2/caring-community/loyalty/redeem","1","components/marketplace/LoyaltyRedemptionCard.tsx","143","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'loyaltyRedeem']","exists","POST","CaringCommunityLoyalty"
"GET","/api/v2/caring-community/markt","1","pages/caring-community/MarktPage.tsx","289","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'markt']","exists","GET","CaringCommunityMarkt"
"GET","/api/v2/caring-community/me/data-export","1","pages/caring-community/MyDataExportPage.tsx","43","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'myDataExport']","exists","GET","CaringCommunityMember"
"PUT","/api/v2/caring-community/me/onboarding-choice","1","components/caring-community/OnboardingChoiceModal.tsx","74","exists","PUT","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'setOnboardingChoice']","exists","PUT","CaringCommunityMember"
"GET","/api/v2/caring-community/me/trust-tier/breakdown","1","pages/caring-community/MyTrustTierPage.tsx","88","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'myTrustTierBreakdown']","exists","GET","CaringCommunityTrustTier"
"GET","/api/v2/caring-community/my-future-care-fund","2","components/caring-community/ReciprocalBalanceWidget.tsx;pages/caring-community/FutureCareFundPage.tsx","54","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'myFutureCareFund']","exists","GET","CaringCommunityMember"
"GET","/api/v2/caring-community/my-relationships","1","pages/caring-community/MySupportRelationshipsPage.tsx","388","exists","GET","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'myRelationships']","exists","GET","CaringCommunityMember"
"POST","/api/v2/caring-community/my-relationships/{id}/end","1","pages/caring-community/MySupportRelationshipsPage.tsx","442","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'endRelationship']","exists","POST","CaringCommunityMember"
"POST","/api/v2/caring-community/my-relationships/{id}/pause","1","pages/caring-community/MySupportRelationshipsPage.tsx","428","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'pauseRelationship']","exists","POST","CaringCommunityMember"
"POST","/api/v2/caring-community/my-relationships/{id}/resume","1","pages/caring-community/MySupportRelationshipsPage.tsx","467","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'resumeRelationship']","exists","POST","CaringCommunityMember"
"GET","/api/v2/caring-community/my-warmth-pass","1","pages/caring-community/WarmthPassPage.tsx","80","exists","GET","[\App\Http\Controllers\Api\WarmthPassController::class, 'myPass']","exists","GET","CaringCommunityWarmthPass"
"POST","/api/v2/caring-community/offer-favour","1","pages/caring-community/OfferFavourPage.tsx","57","exists","POST","[\App\Http\Controllers\Api\CaringCommunityApiController::class, 'offerFavour']","exists","POST","CaringCommunityFavours"
